"#","Date Time, GMT+02:00","Volt, V (LGR S/N: 21140561, SEN S/N: 21140561, LBL: DR1_Port1)","DR1_Port1_Data, Micrometer (LGR S/N: 21140561)"
338,04/12/22 03:37:00 PM,1.39746,6148.82
339,04/12/22 03:38:00 PM,1.39746,6148.82
340,04/12/22 03:39:00 PM,1.39746,6148.82
341,04/12/22 03:40:00 PM,1.39746,6148.82
342,04/12/22 03:41:00 PM,1.39746,6148.82
343,04/12/22 03:42:00 PM,1.39746,6148.82
344,04/12/22 03:43:00 PM,1.39746,6148.82
345,04/12/22 03:44:00 PM,1.39746,6148.82
346,04/12/22 03:45:00 PM,1.39746,6148.82
347,04/12/22 03:46:00 PM,1.39746,6148.82
348,04/12/22 03:47:00 PM,1.39746,6148.82
349,04/12/22 03:48:00 PM,1.39746,6148.82
350,04/12/22 03:49:00 PM,1.39746,6148.82
351,04/12/22 03:50:00 PM,1.39742,6148.65
352,04/12/22 03:51:00 PM,1.39742,6148.65
353,04/12/22 03:52:00 PM,1.39742,6148.65
354,04/12/22 03:53:00 PM,1.39742,6148.65
355,04/12/22 03:54:00 PM,1.39742,6148.65
356,04/12/22 03:55:00 PM,1.39742,6148.65
357,04/12/22 03:56:00 PM,1.39742,6148.65
358,04/12/22 03:57:00 PM,1.39742,6148.65
359,04/12/22 03:58:00 PM,1.39742,6148.65
360,04/12/22 03:59:00 PM,1.39742,6148.65
361,04/12/22 04:00:00 PM,1.39742,6148.65
362,04/12/22 04:01:00 PM,1.39742,6148.65
363,04/12/22 04:02:00 PM,1.39742,6148.65
364,04/12/22 04:03:00 PM,1.39742,6148.65
365,04/12/22 04:04:00 PM,1.39742,6148.65
366,04/12/22 04:05:00 PM,1.39742,6148.65
367,04/12/22 04:06:00 PM,1.39738,6148.47
368,04/12/22 04:07:00 PM,1.39738,6148.47
369,04/12/22 04:08:00 PM,1.39738,6148.47
370,04/12/22 04:09:00 PM,1.39738,6148.47
371,04/12/22 04:10:00 PM,1.39734,6148.30
372,04/12/22 04:11:00 PM,1.39731,6148.16
373,04/12/22 04:12:00 PM,1.39731,6148.16
374,04/12/22 04:13:00 PM,1.39731,6148.16
375,04/12/22 04:14:00 PM,1.39731,6148.16
376,04/12/22 04:15:00 PM,1.39727,6147.99
377,04/12/22 04:16:00 PM,1.39727,6147.99
378,04/12/22 04:17:00 PM,1.39727,6147.99
379,04/12/22 04:18:00 PM,1.39727,6147.99
380,04/12/22 04:19:00 PM,1.39731,6148.16
381,04/12/22 04:20:00 PM,1.39731,6148.16
382,04/12/22 04:21:00 PM,1.39727,6147.99
383,04/12/22 04:22:00 PM,1.39731,6148.16
384,04/12/22 04:23:00 PM,1.39727,6147.99
385,04/12/22 04:24:00 PM,1.39727,6147.99
386,04/12/22 04:25:00 PM,1.39731,6148.16
387,04/12/22 04:26:00 PM,1.39727,6147.99
388,04/12/22 04:27:00 PM,1.39727,6147.99
389,04/12/22 04:28:00 PM,1.39727,6147.99
390,04/12/22 04:29:00 PM,1.39727,6147.99
391,04/12/22 04:30:00 PM,1.39727,6147.99
392,04/12/22 04:31:00 PM,1.39723,6147.81
393,04/12/22 04:32:00 PM,1.39723,6147.81
394,04/12/22 04:33:00 PM,1.39723,6147.81
395,04/12/22 04:34:00 PM,1.39723,6147.81
396,04/12/22 04:35:00 PM,1.39723,6147.81
397,04/12/22 04:36:00 PM,1.39723,6147.81
398,04/12/22 04:37:00 PM,1.39723,6147.81
399,04/12/22 04:38:00 PM,1.39723,6147.81
400,04/12/22 04:39:00 PM,1.39723,6147.81
401,04/12/22 04:40:00 PM,1.39723,6147.81
402,04/12/22 04:41:00 PM,1.39723,6147.81
403,04/12/22 04:42:00 PM,1.39723,6147.81
404,04/12/22 04:43:00 PM,1.39723,6147.81
405,04/12/22 04:44:00 PM,1.39723,6147.81
406,04/12/22 04:45:00 PM,1.39723,6147.81
407,04/12/22 04:46:00 PM,1.39723,6147.81
408,04/12/22 04:47:00 PM,1.39723,6147.81
409,04/12/22 04:48:00 PM,1.39723,6147.81
410,04/12/22 04:49:00 PM,1.39723,6147.81
411,04/12/22 04:50:00 PM,1.39723,6147.81
412,04/12/22 04:51:00 PM,1.39723,6147.81
413,04/12/22 04:52:00 PM,1.39723,6147.81
414,04/12/22 04:53:00 PM,1.39723,6147.81
415,04/12/22 04:54:00 PM,1.39723,6147.81
416,04/12/22 04:55:00 PM,1.39723,6147.81
417,04/12/22 04:56:00 PM,1.39723,6147.81
418,04/12/22 04:57:00 PM,1.39723,6147.81
419,04/12/22 04:58:00 PM,1.39723,6147.81
420,04/12/22 04:59:00 PM,1.39723,6147.81
421,04/12/22 05:00:00 PM,1.39719,6147.64
422,04/12/22 05:01:00 PM,1.39719,6147.64
423,04/12/22 05:02:00 PM,1.39723,6147.81
424,04/12/22 05:03:00 PM,1.39723,6147.81
425,04/12/22 05:04:00 PM,1.39723,6147.81
426,04/12/22 05:05:00 PM,1.39723,6147.81
427,04/12/22 05:06:00 PM,1.39723,6147.81
428,04/12/22 05:07:00 PM,1.39723,6147.81
429,04/12/22 05:08:00 PM,1.39723,6147.81
430,04/12/22 05:09:00 PM,1.39719,6147.64
431,04/12/22 05:10:00 PM,1.39719,6147.64
432,04/12/22 05:11:00 PM,1.39719,6147.64
433,04/12/22 05:12:00 PM,1.39719,6147.64
434,04/12/22 05:13:00 PM,1.39723,6147.81
435,04/12/22 05:14:00 PM,1.39723,6147.81
436,04/12/22 05:15:00 PM,1.39719,6147.64
437,04/12/22 05:16:00 PM,1.39719,6147.64
438,04/12/22 05:17:00 PM,1.39719,6147.64
439,04/12/22 05:18:00 PM,1.39719,6147.64
440,04/12/22 05:19:00 PM,1.39719,6147.64
441,04/12/22 05:20:00 PM,1.39719,6147.64
442,04/12/22 05:21:00 PM,1.39719,6147.64
443,04/12/22 05:22:00 PM,1.39719,6147.64
444,04/12/22 05:23:00 PM,1.39719,6147.64
445,04/12/22 05:24:00 PM,1.39719,6147.64
446,04/12/22 05:25:00 PM,1.39719,6147.64
447,04/12/22 05:26:00 PM,1.39719,6147.64
448,04/12/22 05:27:00 PM,1.39719,6147.64
449,04/12/22 05:28:00 PM,1.39719,6147.64
450,04/12/22 05:29:00 PM,1.39719,6147.64
451,04/12/22 05:30:00 PM,1.39719,6147.64
452,04/12/22 05:31:00 PM,1.39719,6147.64
453,04/12/22 05:32:00 PM,1.39719,6147.64
454,04/12/22 05:33:00 PM,1.39719,6147.64
455,04/12/22 05:34:00 PM,1.39719,6147.64
456,04/12/22 05:35:00 PM,1.39723,6147.81
457,04/12/22 05:36:00 PM,1.39719,6147.64
458,04/12/22 05:37:00 PM,1.39719,6147.64
459,04/12/22 05:38:00 PM,1.39719,6147.64
460,04/12/22 05:39:00 PM,1.39719,6147.64
461,04/12/22 05:40:00 PM,1.39719,6147.64
462,04/12/22 05:41:00 PM,1.39719,6147.64
463,04/12/22 05:42:00 PM,1.39719,6147.64
464,04/12/22 05:43:00 PM,1.39719,6147.64
465,04/12/22 05:44:00 PM,1.39719,6147.64
466,04/12/22 05:45:00 PM,1.39719,6147.64
467,04/12/22 05:46:00 PM,1.39719,6147.64
468,04/12/22 05:47:00 PM,1.39719,6147.64
469,04/12/22 05:48:00 PM,1.39719,6147.64
470,04/12/22 05:49:00 PM,1.39719,6147.64
471,04/12/22 05:50:00 PM,1.39719,6147.64
472,04/12/22 05:51:00 PM,1.39719,6147.64
473,04/12/22 05:52:00 PM,1.39719,6147.64
474,04/12/22 05:53:00 PM,1.39719,6147.64
475,04/12/22 05:54:00 PM,1.39719,6147.64
476,04/12/22 05:55:00 PM,1.39719,6147.64
477,04/12/22 05:56:00 PM,1.39719,6147.64
478,04/12/22 05:57:00 PM,1.39719,6147.64
479,04/12/22 05:58:00 PM,1.39719,6147.64
480,04/12/22 05:59:00 PM,1.39719,6147.64
481,04/12/22 06:00:00 PM,1.39719,6147.64
482,04/12/22 06:01:00 PM,1.39719,6147.64
483,04/12/22 06:02:00 PM,1.39719,6147.64
484,04/12/22 06:03:00 PM,1.39719,6147.64
485,04/12/22 06:04:00 PM,1.39719,6147.64
486,04/12/22 06:05:00 PM,1.39719,6147.64
487,04/12/22 06:06:00 PM,1.39719,6147.64
488,04/12/22 06:07:00 PM,1.39719,6147.64
489,04/12/22 06:08:00 PM,1.39719,6147.64
490,04/12/22 06:09:00 PM,1.39719,6147.64
491,04/12/22 06:10:00 PM,1.39719,6147.64
492,04/12/22 06:11:00 PM,1.39719,6147.64
493,04/12/22 06:12:00 PM,1.39719,6147.64
494,04/12/22 06:13:00 PM,1.39719,6147.64
495,04/12/22 06:14:00 PM,1.39719,6147.64
496,04/12/22 06:15:00 PM,1.39719,6147.64
497,04/12/22 06:16:00 PM,1.39719,6147.64
498,04/12/22 06:17:00 PM,1.39719,6147.64
499,04/12/22 06:18:00 PM,1.39719,6147.64
500,04/12/22 06:19:00 PM,1.39719,6147.64
501,04/12/22 06:20:00 PM,1.39719,6147.64
502,04/12/22 06:21:00 PM,1.39719,6147.64
503,04/12/22 06:22:00 PM,1.39719,6147.64
504,04/12/22 06:23:00 PM,1.39719,6147.64
505,04/12/22 06:24:00 PM,1.39719,6147.64
506,04/12/22 06:25:00 PM,1.39719,6147.64
507,04/12/22 06:26:00 PM,1.39719,6147.64
508,04/12/22 06:27:00 PM,1.39719,6147.64
509,04/12/22 06:28:00 PM,1.39719,6147.64
510,04/12/22 06:29:00 PM,1.39719,6147.64
511,04/12/22 06:30:00 PM,1.39719,6147.64
512,04/12/22 06:31:00 PM,1.39719,6147.64
513,04/12/22 06:32:00 PM,1.39719,6147.64
514,04/12/22 06:33:00 PM,1.39719,6147.64
515,04/12/22 06:34:00 PM,1.39719,6147.64
516,04/12/22 06:35:00 PM,1.39719,6147.64
